word,definition,target 1,target 2,target,triviality_1,triviality_2,triviality,nontrivial,body_parts,misleading,lol,animals,people,places
lacustral,"Found in, or pertaining to, lakes or ponds, or growing in them; as, lacustrine flowers. Lacustrine deposits (Geol.), the deposits which have been accumulated in fresh-water areas. -- Lacustrine dwellings. See Lake dwellings, under Lake.",lakes or ponds,,lakes or ponds,44,100,44,True,False,False,False,False,False,False
apsidal,"1. (Astron.)  Of or pertaining to the apsides of an orbit. 2. (Arch.)  Of or pertaining to the apse of a church; as, the apsidal termination of the chancel.",apsides of an orbit,apse of a church,apse of a church,71,43,43,True,False,False,False,False,False,False
nuptial,"Of or pertaining to marriage; done or used at a wedding; as, nuptial rites and ceremonies. Then, all in heat, They light the nuptial torch. Milton.

Marriage; wedding; nuptial ceremony; -- now only in the plural. Celebration of that nuptial, which We two have sworn shall come. Shak. Preparations . . . for the approaching nuptials. Prescott.",marriage,,marriage,29,100,29,True,False,False,False,False,False,False
sanitarian,"Of or pertaining to health, or the laws of health; sanitary.

An advocate of sanitary measures; one especially interested or versed in sanitary measures.",health,,health,25,100,25,True,False,False,False,False,False,False
elvan,"1. Pertaining to elves; elvish. 2. (Mining)  Of or pertaining to certain veins of feldspathic or porphyritic rock crossing metalliferous veins in the mining districts of Cornwall; as, an elvan course.

The rock of an elvan vein, or the elvan vein itself; an elvan course.",certain veins of feldspathic or porphyritic rock crossing metalliferous veins in the mining districts of Cornwall,,certain veins of feldspathic or porphyritic rock crossing metalliferous veins in the mining districts of Cornwall,40,100,40,True,False,False,False,False,False,False
septentrion,"The north or northern regions. Shak. Both East West, South and Septentrioun. Chaucer.

Of or pertaining to the north; northern. ""From cold septentrion blasts."" Milton.",north,,north,40,100,40,True,False,False,False,False,False,False
urbicolous,Of or pertaining to a city; urban. [R.],city,,city,25,100,25,True,False,False,False,False,False,False
merino,"1. Of or pertaining to a variety of sheep with very fine wool, originally bred in Spain. 2. Made of the wool of the merino sheep.

1. (Zoöl.)  A breed of sheep originally from Spain, noted for the fineness of its wool. 2. A fine fabric of merino wool.",variety of sheep with very fine wool,,variety of sheep with very fine wool,50,100,50,True,False,False,False,False,False,False
ventriculite,"Any one of numerous species of siliceous fossil sponges belonging to Ventriculites and allied genera, characteristic of the Cretaceous period. Note: Many of them were shaped like vases, others like mushrooms. They belong to the hexactinellids, and are allied to the Venus's basket of modern seas.",Cretaceous period,,Cretaceous period,42,100,42,True,False,False,False,False,False,False
foliar,"Consisting of, or pertaining to, leaves; as, foliar appendages. Foliar gap (Bot.), an opening in the fibrovascular system of a stem at the point of origin of a leaf. -- Foliar trace (Bot.), a particular fibrovascular bundle passing down into the stem from a leaf.",leaves,,leaves,33,100,33,True,False,False,False,False,False,False
zeitgeist,The spirit of the time; the general intellectual and moral state or temper characteristic of any period of time.,any period of time,,any period of time,30,100,30,True,False,False,False,False,False,False
campanulaceous,"Of pertaining to, or resembling, the family of plants (Camponulaceæ) of which Campanula is the type, and which includes the Canterbury bell, the harebell, and the Venus's looking-glass.",family of plants,,family of plants,40,100,40,True,False,False,False,False,False,False
miocene,Of or pertaining to the middle division of the Tertiary. -- n.  The Miocene period. See Chart of Geology.,middle division of the Tertiary,,middle division of the Tertiary,43,100,43,True,False,False,False,False,False,False
pragmatic,"1. Of or pertaining to business or to affairs; of the nature of business; practical; material; businesslike in habit or manner. The next day . . . I began to be very pragmatical. Evelyn. We can not always be contemplative, diligent, or pragmatical, abroad; but have need of some delightful intermissions. Milton. Low, pragmatical, earthly views of the gospel. Hare. 2. Busy; specifically, busy in an objectionable way; officious; fussy and positive; meddlesome. ""Pragmatical officers of justice."" Sir W. Scott. The fellow grew so pragmatical that he took upon him the government of my whole family. Arbuthnot. 3. Philosophical; dealing with causes, reasons, and effects, rather than with details and circumstances; -- said of literature. ""Pragmatic history."" Sir W. Hamilton. ""Pragmatic poetry."" M. Arnold. Pragmatic sanction, a solemn ordinance or decree issued by the head or legislature of a state upon weighty matters; -- a term derived from the Byzantine empire. In European history, two decrees under this name are particularly celebrated. One of these, issued by Charles VII. of France, A. D. 1438, was the foundation of the liberties of the Gallican church; the other, issued by Charles VI. of Germany, A. D. 1724, settled his hereditary dominions on his eldest daughter, the Archduchess Maria Theresa.

1. One skilled in affairs. My attorney and solicitor too; a fine pragmatic. B. Jonson. 2. A solemn public ordinance or decree. A royal pragmatic was accordingly passed. Prescott.",business or to affairs,,business or to affairs,33,100,33,True,False,False,False,False,False,False
infernal,"1. Of or pertaining to or suitable for the lower regions, inhabited, according to the ancients, by the dead; pertaining to Pluto's realm of the dead, the Tartarus of the ancients. The Elysian fields, the infernal monarchy. Garth. 2. Of or pertaining to, resembling, or inhabiting, hell; suitable for hell, or to the character of the inhabitants of hell; hellish; diabolical; as, infernal spirits, or conduct. The instruments or abettors in such infernal dealings. Addison. Infernal machine, a machine or apparatus maliciously designed to explode, and destroy life or property. -- Infernal stone (lapis infernalis), lunar caustic; formerly so called. The name was also applied to caustic potash. Syn. -- Tartarean; Stygian; hellish; devilish; diabolical; satanic; fiendish; malicious.

An inhabitant of the infernal regions; also, the place itself. [Obs.] Drayton.",lower regions,Pluto's realm of the dead,Pluto's realm of the dead,29,25,25,True,False,False,False,False,False,False
norse,"Of or pertaining to ancient Scandinavia, or to the language spoken by its inhabitants.

The Norse language.",ancient Scandinavia,,ancient Scandinavia,20,100,20,True,False,False,False,False,False,False
visual,"1. Of or pertaining to sight; used in sight; serving as the instrument of seeing; as, the visual nerve. The air, Nowhere so clear, sharpened his visual ray. Milton. 2. That can be seen; visible. [R.] Visual angle. (Opt.) See under Angle. -- Visual cone (Persp.), a cone whose vertex is at the point of sight, or the eye. -- Visual plane, any plane passing through the point of sight. -- Visual point, the point at which the visual rays unite; the position of the eye. -- Visual purple (Physiol.), a photochemical substance, of a purplish red color, contained in the retina of human eyes and in the eyes of most animals. It is quickly bleached by light, passing through the colors, red, orange, and yellow, and then disappearing. Also called rhodopsin, and vision purple. See Optography. -- Visual ray, a line from the eye, or point of sight. -- Visual white (Physiol.), the final product in the action of light on visual purple. It is reconverted into visual purple by the regenerating action of the choroidal epithelium. -- Visual yellow (Physiol.), a product intermediate between visual purple and visual white, formed in the photochemical action of light on visual purple.",sight,,sight,20,100,20,True,False,False,False,False,False,False
